id,order_id,total_cost,created_on
10211,30391,256,2019-07-04
10212,30394,359,2019-11-27
10213,30398,199,2019-01-09
10214,30402,35,2019-11-09
10215,30403,757,2019-02-04
10216,30404,181,2018-12-16
10217,30405,411,2019-01-15
10218,30407,362,2019-11-05
10219,30411,288,2018-12-15
10220,30412,98,2019-09-12
10221,30413,933,2019-05-10
10222,30414,998,2018-12-24
10223,30416,305,2019-03-20
10224,30418,952,2019-09-17
10225,30420,895,2019-01-19
10226,30425,533,2019-04-17
10227,30428,68,2019-04-25
10228,30431,50,2019-06-28
10229,30433,207,2019-09-13
10230,30449,18,2019-11-02
10231,30452,93,2019-06-23
10232,30455,674,2019-11-24
10233,30457,377,2019-03-06
10234,30459,492,2019-02-28
10235,30463,602,2019-09-29
10236,30465,823,2019-07-25
10237,30467,308,2018-12-29
10238,30469,298,2019-01-14
10239,30470,555,2019-04-26
10240,30471,705,2019-02-24
10241,30473,259,2019-01-05
10242,30479,60,2019-04-02
10243,30480,615,2019-01-15
10244,30481,794,2019-06-16
10245,30483,25,2019-10-06
10246,30485,629,2018-12-25
10247,30486,52,2019-01-06
10248,30491,343,2019-02-28
10249,30496,954,2019-09-12
10250,30504,259,2019-11-27
10251,30510,931,2019-04-07
10252,30511,546,2019-04-01
10253,30517,686,2019-06-17
10254,30520,890,2019-08-09
10255,30524,867,2019-01-17
10256,30525,586,2019-02-06
10257,30529,341,2019-07-14
10258,30531,59,2019-04-07
10259,30533,979,2019-01-22
10260,30534,146,2019-03-01
10261,30538,439,2019-01-13
10262,30539,16,2019-08-22
10263,30541,967,2019-08-31
10264,30543,292,2018-12-20
10265,30553,377,2019-05-01
10266,30557,469,2019-01-04
10267,30560,175,2019-01-17
10268,30570,821,2019-06-30
10269,30574,181,2019-06-01
10270,30578,58,2019-11-30
10271,30580,254,2019-11-25
10272,30581,783,2019-02-06
10273,30582,808,2019-06-08
10274,30583,483,2019-07-22
10275,30584,785,2019-06-29
10276,30585,512,2019-03-05
10277,30589,215,2019-04-21
10278,30590,438,2019-10-13
10279,30593,904,2019-04-25
10280,30594,972,2019-06-03
10281,30596,982,2019-05-18
10282,30603,484,2019-10-24
10283,30604,456,2019-06-27
10284,30607,1,2019-05-27
10285,30612,998,2019-11-11
10286,30615,186,2019-10-26
10287,30617,548,2019-07-10
10288,30619,595,2019-04-28
10289,30626,221,2018-12-13
10290,30629,871,2019-01-17
10291,30632,733,2019-04-28
10292,30641,164,2019-10-24
10293,30642,293,2019-06-04
10294,30646,365,2019-07-07
10295,30649,773,2019-03-04
10296,30651,856,2019-04-02
10297,30652,805,2019-05-18
10298,30653,211,2019-05-21
10299,30658,876,2019-08-26
10300,30659,315,2019-01-21
10301,30664,399,2019-05-19
10302,30670,86,2019-03-02
10303,30673,641,2019-08-21
10304,30674,207,2019-03-12
10305,30676,623,2018-12-31
10306,30690,271,2019-04-11
10307,30694,500,2019-09-30
10308,30695,940,2019-03-29
10309,30696,757,2019-08-13
10310,30698,334,2019-10-16
10311,30699,441,2019-10-17
10312,30700,120,2019-08-30
10313,30701,610,2019-09-18
10314,30702,543,2019-11-01
10315,30704,819,2019-05-30
10316,30706,506,2018-12-01
10317,30708,10,2019-04-10
10318,30709,971,2019-01-18
10319,30713,189,2019-06-07
10320,30717,302,2019-07-26
10321,30721,556,2019-04-18
10322,30724,97,2019-07-16
10323,30733,755,2019-06-27
10324,30736,567,2019-01-29
10325,30737,735,2019-11-03
10326,30739,974,2018-12-26
10327,30743,273,2019-04-16
10328,30747,32,2018-12-16
10329,30749,756,2019-07-05
10330,30751,900,2019-11-05
10331,30753,662,2019-09-16
10332,30758,300,2019-11-22
10333,30760,444,2019-03-04
10334,30765,313,2019-05-01
10335,30769,190,2019-08-22
10336,30770,977,2019-05-17
10337,30773,813,2019-08-03
10338,30776,218,2019-01-08
10339,30777,114,2019-04-07
10340,30784,581,2019-10-07
10341,30785,153,2019-11-10
10342,30788,913,2019-10-24
10343,30789,161,2019-06-11
10344,30796,362,2019-05-21
10345,30797,10,2019-07-04
10346,30807,612,2019-03-17
10347,30810,950,2019-03-26
10348,30813,596,2019-04-01
10349,30814,452,2019-07-30
10350,30818,102,2019-07-28
10351,30820,247,2019-03-07
10352,30821,620,2019-01-05
10353,30826,442,2019-04-16
10354,30830,533,2019-06-10
10355,30833,528,2019-03-12
10356,30834,291,2019-03-31
10357,30836,532,2019-02-13
10358,30837,10,2019-06-29
10359,30840,732,2019-04-24
10360,30848,885,2019-11-23
10361,30856,560,2019-09-26
10362,30860,946,2019-08-20
10363,30861,671,2019-10-17
10364,30862,270,2019-06-20
10365,30866,555,2019-10-29
10366,30867,635,2019-09-14
10367,30869,705,2019-04-03
10368,30878,313,2018-12-27
10369,30882,916,2019-04-15
10370,30885,19,2019-01-27
10371,30887,154,2019-08-11
10372,30889,324,2019-10-13
10373,30890,168,2019-03-27
10374,30899,243,2019-10-12
10375,30900,726,2019-05-04
10376,30902,266,2018-12-22
10377,30908,475,2019-03-03
10378,30918,785,2019-09-22
10379,30919,868,2018-12-03
10380,30921,64,2019-07-28
10381,30929,840,2019-06-17
10382,30931,170,2019-07-16
10383,30932,648,2019-04-04
10384,30939,684,2019-05-10
10385,30942,568,2019-01-16
10386,30943,449,2019-07-22
10387,30945,373,2019-07-02
10388,30951,313,2019-03-11
10389,30954,109,2018-12-12
10390,30957,815,2019-08-27
10391,30960,107,2019-07-07
10392,30962,765,2019-07-14
10393,30963,45,2019-02-25
10394,30966,567,2019-03-17
10395,30971,262,2019-02-14
10396,30974,251,2019-06-27
10397,30975,764,2019-01-16
10398,30982,808,2019-09-09
10399,30983,558,2019-04-16
10400,30984,964,2019-07-13
10401,30986,966,2019-05-25
10402,30990,60,2019-09-03
10403,31004,244,2018-12-03
10404,31009,362,2019-03-08
10405,31010,911,2018-12-13
10406,31015,393,2019-07-29
10407,31017,677,2018-12-21
10408,31018,216,2019-06-05
10409,31020,423,2019-10-15
10410,31023,454,2019-04-10
10411,31024,264,2019-05-11
10412,31027,308,2019-07-12
10413,31028,86,2018-12-02
10414,31034,476,2019-08-04
10415,31036,623,2018-12-05
10416,31037,340,2019-07-29
10417,31038,928,2019-09-28
10418,31041,210,2019-04-27
10419,31043,631,2019-10-30
10420,31047,276,2019-06-13
10421,31048,197,2018-12-30
10422,31052,860,2019-08-26
10423,31053,106,2019-01-20
10424,31057,694,2019-08-02
10425,31058,908,2019-08-26
10426,31060,768,2019-06-17
10427,31064,424,2019-06-10
10428,31065,440,2019-01-23
10429,31066,489,2019-05-29
10430,31075,993,2019-09-17
10431,31079,579,2019-08-06
10432,31082,90,2019-10-15
10433,31085,213,2019-11-22
10434,31088,582,2019-01-09
10435,31093,124,2019-09-23
10436,31096,928,2019-05-05
10437,31098,608,2019-09-01
10438,31099,65,2019-01-16
10439,31100,878,2019-10-16
10440,31106,829,2019-06-27
10441,31108,95,2019-06-10
10442,31110,371,2019-11-11
10443,31113,476,2019-07-16
10444,31114,549,2019-06-05
10445,31115,19,2019-07-07
10446,31116,892,2019-07-14
10447,31117,813,2019-11-17
10448,31122,699,2019-11-21
10449,31123,181,2019-11-05
10450,31125,656,2019-01-23
10451,31127,597,2019-11-05
10452,31128,783,2019-11-16
10453,31129,965,2019-10-14
10454,31133,67,2019-07-10
10455,31134,240,2018-12-08
10456,31136,496,2019-05-19
10457,31139,60,2018-12-25
10458,31143,692,2019-06-05
10459,31145,257,2019-03-15
10460,31149,550,2019-04-13
10461,31150,905,2019-06-01
10462,31153,534,2019-11-11
10463,31158,857,2019-01-15
10464,31160,832,2019-04-15
10465,31165,6,2019-08-30
10466,31166,25,2019-11-19
10467,31167,374,2019-05-25
10468,31169,697,2019-07-31
10469,31170,627,2019-01-14
10470,31172,416,2019-02-27
10471,31173,476,2019-10-25
10472,31174,263,2018-12-19
10473,31175,606,2019-06-03
10474,31176,994,2019-10-12
10475,31181,887,2019-07-03
10476,31184,615,2019-03-07
10477,31187,141,2019-07-13
10478,31189,724,2019-10-12
10479,31191,135,2019-03-27
10480,31193,461,2019-06-13
10481,31200,697,2018-12-25
10482,31201,171,2018-12-22
10483,31203,869,2019-04-16
10484,31213,260,2019-09-15
10485,31215,939,2019-02-27
10486,31220,433,2019-11-01
10487,31221,8,2019-10-13
10488,31224,156,2019-08-20
10489,31233,254,2019-08-10
10490,31234,430,2019-10-15
10491,31235,74,2019-06-10
10492,31238,22,2019-11-16
10493,31239,388,2019-01-17
10494,31240,560,2019-11-02
10495,31243,772,2019-11-18
10496,31250,932,2019-04-07
10497,31262,345,2019-08-23
10498,31263,967,2019-06-06
10499,31266,988,2019-07-04
10500,31268,40,2019-02-11
10501,31270,861,2019-08-21
10502,31273,148,2019-04-23
10503,31275,97,2019-07-20
10504,31286,408,2019-02-09
10505,31287,648,2018-12-13
10506,31290,61,2019-01-18
10507,31292,30,2019-03-30
10508,31294,538,2019-02-05
10509,31296,848,2019-08-31
10510,31304,108,2019-03-16
10511,31305,506,2019-03-06
10512,31307,510,2019-07-06
10513,31308,264,2018-12-30
10514,31309,492,2019-04-21
10515,31314,610,2019-02-06
10516,31316,119,2019-11-12
10517,31324,286,2019-01-27
10518,31328,287,2019-02-19
10519,31330,337,2019-01-10
10520,31333,799,2019-07-21
10521,31335,273,2019-05-31
10522,31338,27,2019-02-15
10523,31340,169,2019-11-29
10524,31344,905,2019-02-12
10525,31354,48,2019-11-26
10526,31361,420,2019-07-19
10527,31363,419,2018-12-22
10528,31364,279,2019-01-01
10529,31369,821,2019-06-10
10530,31371,764,2019-08-02
10531,31372,656,2019-11-09
10532,31374,617,2019-02-18
10533,31375,371,2019-10-17
10534,31379,582,2019-03-05
10535,31380,56,2019-08-25
10536,31381,598,2019-05-10
10537,31383,442,2019-04-12
10538,31385,396,2019-09-03
10539,31388,432,2019-10-05
10540,31392,633,2019-11-26
10541,31394,999,2019-03-14
10542,31400,93,2019-06-22
10543,31401,25,2019-04-24
10544,31403,214,2019-08-14
10545,31404,69,2019-06-05
10546,31407,438,2019-10-23
10547,31408,945,2019-07-06
10548,31409,518,2019-07-19
10549,31412,145,2019-08-01
10550,31415,720,2019-02-15
10551,31418,179,2019-11-22
10552,31420,430,2019-04-21
10553,31421,187,2019-08-28
10554,31422,543,2019-10-08
10555,31423,334,2019-07-30
10556,31424,242,2019-07-26
10557,31427,221,2019-04-27
10558,31429,12,2018-12-04
10559,31431,409,2018-12-07
10560,31433,221,2019-08-28
10561,31434,587,2018-12-31
10562,31435,34,2018-12-13
10563,31437,217,2019-09-15
10564,31448,433,2019-06-12
10565,31449,583,2019-10-31
10566,31450,478,2019-10-31
10567,31454,390,2019-03-03
10568,31462,202,2019-09-19
10569,31463,851,2019-08-11
10570,31477,600,2019-02-25
10571,31479,318,2019-10-01
10572,31480,612,2019-06-02
10573,31483,591,2019-08-11
10574,31491,19,2019-03-01
10575,31494,182,2019-06-10
10576,31497,686,2019-05-22
10577,31500,797,2019-01-26
10578,31501,356,2019-06-20
10579,31505,549,2019-11-21
10580,31506,769,2019-01-25
10581,31508,593,2019-11-11
10582,31513,728,2019-09-19
10583,31515,219,2018-12-17
10584,31516,342,2019-07-30
10585,31520,422,2019-05-16
10586,31523,819,2019-09-09
10587,31525,592,2018-12-03
10588,31526,411,2019-10-11
10589,31528,366,2019-09-10
10590,31532,85,2018-12-03
10591,31535,649,2018-12-10
10592,31539,656,2019-01-27
10593,31543,423,2019-03-10
10594,31551,413,2018-12-15
10595,31553,70,2019-08-02
10596,31557,134,2019-11-27
10597,31559,712,2019-01-16
10598,31561,516,2019-02-23
10599,31563,135,2019-07-12
10600,31568,26,2019-09-22
10601,31573,402,2019-01-06
10602,31575,514,2019-10-03
10603,31578,635,2019-11-15
10604,31579,672,2019-08-14
10605,31588,454,2019-03-30
10606,31594,260,2018-12-12
10607,31595,588,2018-12-01
10608,31596,458,2018-12-12
10609,31598,362,2019-04-28
10610,31599,788,2018-12-31
10611,31605,481,2019-06-27
10612,31606,985,2019-03-08
10613,31609,339,2019-05-23
10614,31612,940,2019-07-14
10615,31616,149,2019-03-11
10616,31617,370,2018-12-04
10617,31627,960,2019-01-08
10618,31629,463,2019-09-14
10619,31637,74,2019-11-03
10620,31638,297,2018-12-15
10621,31639,540,2019-03-05
10622,31640,744,2019-01-26
10623,31645,30,2019-09-11
10624,31647,304,2019-05-03
10625,31648,388,2019-04-03
10626,31655,648,2019-07-14
10627,31657,719,2019-08-14
10628,31658,329,2019-01-07
10629,31660,888,2019-04-26
10630,31663,316,2019-08-31
10631,31664,615,2019-04-16
10632,31666,135,2019-08-19
10633,31667,601,2019-10-13
10634,31669,213,2019-06-10
10635,31672,599,2019-08-07
10636,31673,586,2019-09-19
10637,31674,510,2019-08-29
10638,31679,28,2018-12-21
10639,31682,183,2019-05-11
10640,31687,319,2019-05-23
10641,31693,373,2019-03-06
10642,31694,497,2018-12-03
10643,31705,497,2018-12-18
10644,31709,584,2019-07-11
10645,31710,619,2019-11-27
10646,31714,509,2019-01-15
10647,31716,876,2019-06-28
10648,31717,412,2019-01-30
10649,31720,199,2019-09-20
10650,31727,644,2019-10-29
10651,31728,557,2019-06-02
10652,31735,909,2019-05-19
10653,31736,845,2019-01-04
10654,31738,104,2018-12-17
10655,31741,585,2019-03-07
10656,31746,391,2019-07-28
10657,31759,263,2019-01-07
10658,31762,573,2019-10-29
10659,31767,308,2019-03-08
10660,31777,693,2019-10-10
10661,31779,30,2019-11-17
10662,31780,708,2018-12-18
10663,31788,789,2019-05-30
10664,31791,252,2019-04-14
10665,31794,549,2019-05-24
10666,31795,94,2019-06-06
10667,31797,628,2019-03-16
10668,31799,40,2019-03-11
10669,31803,930,2019-05-05
10670,31804,481,2019-11-27
10671,31807,775,2019-06-11
10672,31808,504,2019-09-08
10673,31810,633,2019-06-11
10674,31812,606,2019-05-31
10675,31814,883,2019-07-05
10676,31818,937,2019-07-04
10677,31820,659,2019-09-04
10678,31824,997,2019-09-12
10679,31828,821,2019-01-24
10680,31836,230,2019-11-17
10681,31837,399,2019-02-13
10682,31838,20,2019-01-19
10683,31839,268,2019-10-03
10684,31841,151,2019-06-09
10685,31844,746,2019-03-19
10686,31845,252,2019-01-11
10687,31847,219,2019-08-31
10688,31848,261,2019-11-25
10689,31854,226,2019-02-18
10690,31856,192,2019-10-23
10691,31858,880,2019-02-01
10692,31862,753,2019-10-16
10693,31864,528,2019-06-27
10694,31866,334,2019-06-13
10695,31870,561,2019-10-30
10696,31871,439,2019-05-31
10697,31880,600,2019-10-14
10698,31881,184,2019-04-25
10699,31884,794,2019-06-13
10700,31887,906,2019-09-17
10701,31895,745,2019-07-14
10702,31898,3,2019-04-23
10703,31903,309,2019-03-13
10704,31904,193,2019-03-29
10705,31910,712,2019-05-13
10706,31912,909,2019-07-08
10707,31913,742,2019-10-22
10708,31917,266,2019-03-26
10709,31919,282,2019-05-28
10710,31920,335,2019-10-28
10711,31921,423,2019-02-19
10712,31924,720,2019-02-13
10713,31926,382,2019-04-25
10714,31929,501,2019-06-30
10715,31936,222,2019-10-18
10716,31941,402,2019-04-01
10717,31942,336,2019-08-05
10718,31943,537,2019-08-14
10719,31955,575,2019-02-03
10720,31958,789,2019-06-17
10721,31960,495,2018-12-04
10722,31962,292,2019-10-26
10723,31964,950,2019-11-03
10724,31970,104,2019-11-11
10725,31971,460,2019-06-23
10726,31975,697,2019-09-27
10727,31979,301,2019-05-06
10728,31981,961,2018-12-21
10729,31983,502,2019-07-27
10730,31988,998,2019-05-25
10731,31997,206,2019-08-14
10732,31998,252,2019-04-05
10733,31999,110,2019-04-15
10734,32013,881,2019-05-14
10735,32017,876,2019-01-23
10736,32018,677,2019-10-18
10737,32020,576,2019-11-11
10738,32025,266,2019-08-27
10739,32026,93,2019-08-25
10740,32027,893,2019-01-11
10741,32028,139,2019-02-08
10742,32034,682,2019-05-06
10743,32036,695,2019-02-05
10744,32040,804,2019-09-16
10745,32042,368,2019-04-08
10746,32043,483,2019-04-06
10747,32054,715,2019-11-24
10748,32055,714,2018-12-16
10749,32056,856,2019-07-03
10750,32062,731,2019-09-23
10751,32063,317,2019-04-03
10752,32068,244,2019-02-20
10753,32070,618,2019-11-06
10754,32071,727,2019-09-15
10755,32074,805,2019-02-23
10756,32077,269,2019-09-25
10757,32082,745,2019-09-03
10758,32093,941,2018-12-30
10759,32096,692,2019-01-31
10760,32098,430,2019-04-20
10761,32099,587,2019-07-09
10762,32101,865,2019-07-11
10763,32103,308,2019-09-12
10764,32104,560,2019-03-08
10765,32105,762,2019-07-18
10766,32106,286,2019-02-10
10767,32118,421,2019-06-12
10768,32125,167,2019-03-16
10769,32127,370,2019-05-19
10770,32132,652,2019-06-29
10771,32134,305,2019-02-18
10772,32135,581,2019-06-16
10773,32138,939,2019-06-02
10774,32141,568,2019-07-04
10775,32147,637,2019-10-23
10776,32148,528,2019-03-08
10777,32154,372,2019-03-20
10778,32156,847,2019-05-15
10779,32157,393,2019-06-03
10780,32159,791,2018-12-20
10781,32161,753,2019-10-09
10782,32162,760,2019-03-04
10783,32163,426,2019-01-24
10784,32166,752,2019-08-30
10785,32168,375,2019-08-05
10786,32171,6,2019-02-05
10787,32172,626,2019-05-16
10788,32174,810,2019-05-27
10789,32176,186,2019-11-30
10790,32177,266,2019-02-06
10791,32179,79,2019-07-08
10792,32180,962,2019-10-20
10793,32189,347,2019-05-16
10794,32193,153,2019-01-08
10795,32196,655,2019-07-25
10796,32198,466,2019-02-14
10797,32201,733,2019-04-24
10798,32204,999,2019-02-20
10799,32207,454,2018-12-26
10800,32209,513,2019-04-03
10801,32210,833,2019-02-04
10802,32213,413,2019-08-08
10803,32223,815,2019-03-06
10804,32227,640,2019-07-15
10805,32232,727,2019-10-18
10806,32238,509,2019-08-26
10807,32239,704,2019-05-27
10808,32243,763,2019-10-14
10809,32245,938,2018-12-24
10810,32247,382,2019-08-07
10811,32252,912,2018-12-09
10812,32253,887,2019-07-29
10813,32257,105,2019-05-01
10814,32259,151,2019-01-11
10815,32268,749,2019-09-22
10816,32271,391,2019-09-19
10817,32272,6,2019-05-26
10818,32273,767,2019-11-17
10819,32275,859,2019-10-01
10820,32276,117,2019-03-26
10821,32280,598,2019-07-21
10822,32281,640,2019-05-15
10823,32283,532,2019-09-21
10824,32287,970,2019-06-13
10825,32289,716,2019-04-28
10826,32303,811,2019-04-21
10827,32304,733,2019-06-09
10828,32305,321,2019-02-17
10829,32306,658,2019-07-06
10830,32309,433,2019-01-01
10831,32311,816,2019-07-06
10832,32314,384,2019-08-09
10833,32316,120,2019-10-07
10834,32317,244,2018-12-09
10835,32318,387,2019-08-29
10836,32319,56,2019-10-11
10837,32322,811,2019-02-15
10838,32324,265,2019-05-31
10839,32326,798,2019-03-27
10840,32335,486,2019-03-10
10841,32341,857,2019-01-04
10842,32342,598,2019-04-27
10843,32343,957,2019-05-21
10844,32346,241,2019-07-23
10845,32348,188,2019-09-18
10846,32349,868,2019-07-10
10847,32355,235,2019-09-22
10848,32358,520,2019-11-30
10849,32363,984,2019-01-21
10850,32369,941,2019-07-07
10851,32370,222,2019-06-23
10852,32371,543,2019-07-23
10853,32372,635,2019-02-14
10854,32373,984,2019-04-15
10855,32374,452,2019-04-06
10856,32375,374,2019-01-20
10857,32377,598,2019-03-15
10858,32378,871,2019-09-25
10859,32382,776,2019-01-28
10860,32385,192,2019-03-20
10861,32391,530,2019-01-19
10862,32394,535,2019-01-13
10863,32396,538,2019-03-27
10864,32397,107,2019-06-20
10865,32402,201,2019-08-21
10866,32403,100,2019-03-25
10867,32404,123,2019-04-28
10868,32412,242,2019-05-13
10869,32415,143,2019-06-09
10870,32417,135,2019-10-28
10871,32418,367,2019-06-15
10872,32421,895,2019-01-25
10873,32422,271,2019-09-06
10874,32425,426,2018-12-24
10875,32428,499,2019-03-20
10876,32431,398,2019-03-07
10877,32434,877,2019-01-18
10878,32437,206,2019-05-25
10879,32438,599,2019-11-16
10880,32442,977,2019-03-23
10881,32445,24,2019-11-09
10882,32448,387,2019-05-11
10883,32450,2,2019-03-21
10884,32451,91,2018-12-20
10885,32452,967,2019-04-04
10886,32454,597,2019-05-23
10887,32456,791,2019-10-21
10888,32464,878,2019-10-03
10889,32465,463,2019-10-05
10890,32469,793,2019-03-01
10891,32473,684,2019-06-12
10892,32474,714,2019-05-25
10893,32478,94,2019-03-25
10894,32486,523,2019-01-05
10895,32487,606,2019-04-03
10896,32488,213,2019-10-20
10897,32492,786,2019-04-07
10898,32493,547,2019-05-20
10899,32495,88,2019-07-14
10900,32497,320,2019-02-06
10901,32499,340,2019-11-11
10902,32501,502,2019-10-07
10903,32502,856,2019-01-02
10904,32503,1,2019-09-17
10905,32507,724,2019-11-13
10906,32511,73,2019-01-08
10907,32515,98,2019-08-26
10908,32520,291,2019-02-26
10909,32521,40,2019-03-13
10910,32523,125,2019-01-04
10911,32527,748,2019-01-22
10912,32529,62,2019-09-30
10913,32530,877,2019-06-21
10914,32531,246,2019-01-21
10915,32532,753,2019-09-30
10916,32538,167,2019-07-27
10917,32539,234,2019-08-17
10918,32541,762,2019-02-23
10919,32542,357,2019-08-02
10920,32543,610,2019-02-24
10921,32545,265,2019-04-09
10922,32547,80,2019-11-15
10923,32557,161,2019-01-06
10924,32564,215,2019-01-16
10925,32565,662,2019-05-10
10926,32568,204,2019-02-15
10927,32572,291,2019-02-01
10928,32575,555,2018-12-03
10929,32576,404,2019-04-13
10930,32584,209,2018-12-22
10931,32585,180,2019-03-04
10932,32586,642,2019-02-01
10933,32587,224,2019-10-21
10934,32591,487,2019-08-28
10935,32593,460,2019-11-02
10936,32595,87,2019-10-27
10937,32596,325,2019-09-21
10938,32601,766,2019-02-16
10939,32602,472,2019-01-27
10940,32603,799,2019-07-01
10941,32608,658,2019-06-10
10942,32611,284,2019-03-09
10943,32613,990,2019-03-27
10944,32618,88,2019-02-16
10945,32620,825,2019-09-28
10946,32622,343,2019-02-23
10947,32623,72,2019-05-13
10948,32625,892,2018-12-23
10949,32643,75,2019-02-12
10950,32646,344,2019-02-03
10951,32647,221,2019-09-18
10952,32649,720,2018-12-28
10953,32662,87,2019-07-13
10954,32664,682,2019-06-28
10955,32665,493,2019-01-01
10956,32666,503,2019-05-25
10957,32671,219,2019-06-08
10958,32672,804,2019-05-02
10959,32673,947,2019-06-19
10960,32676,638,2019-01-09
10961,32677,148,2018-12-07
10962,32679,73,2019-05-22
10963,32684,836,2018-12-01
10964,32685,175,2019-08-01
10965,32687,276,2019-11-12
10966,32689,574,2019-10-07
10967,32690,939,2019-03-11
10968,32692,858,2019-03-05
10969,32697,283,2019-09-01
10970,32701,156,2019-03-11
10971,32711,652,2019-04-27
10972,32712,458,2019-01-12
10973,32714,919,2019-01-19
10974,32715,932,2019-04-22
10975,32716,805,2019-09-08
10976,32722,281,2019-05-09
10977,32724,153,2019-01-29
10978,32728,687,2019-09-11
10979,32730,547,2019-07-07
10980,32737,735,2019-07-07
10981,32741,127,2019-03-01
10982,32742,881,2018-12-12
10983,32749,37,2018-12-22
10984,32750,236,2019-05-17
10985,32751,49,2019-09-15
10986,32754,39,2019-07-03
10987,32756,729,2018-12-17
10988,32758,609,2019-02-24
10989,32760,424,2019-10-19
10990,32763,377,2019-11-16
10991,32764,959,2019-07-23
10992,32766,670,2019-03-20
10993,32767,615,2019-10-09
10994,32770,161,2019-06-30
10995,32774,953,2019-03-10
10996,32779,381,2019-06-30
10997,32782,726,2018-12-17
10998,32783,85,2018-12-08
10999,32784,216,2019-05-01
11000,32785,599,2018-12-19
11001,32787,866,2019-11-27
11002,32788,838,2019-07-17
11003,32789,612,2019-01-14
11004,32790,262,2019-09-16
11005,32792,698,2018-12-31
11006,32793,637,2019-05-17
11007,32794,265,2019-01-06
11008,32796,895,2019-05-19
11009,32801,806,2019-05-06
11010,32802,108,2019-09-30
11011,32803,47,2019-02-05
11012,32810,553,2019-11-02
11013,32811,754,2019-05-18
11014,32813,69,2019-10-24
11015,32814,854,2019-06-01
11016,32815,518,2019-08-05
11017,32816,766,2019-10-10
11018,32817,9,2019-07-12
11019,32821,514,2019-02-28
11020,32825,462,2019-01-15
11021,32829,831,2019-02-14
11022,32830,839,2019-06-09
11023,32840,200,2018-12-19
11024,32843,281,2019-03-11
11025,32848,918,2018-12-30
11026,32849,30,2019-05-05
11027,32852,652,2019-06-27
11028,32856,291,2019-06-25
11029,32860,305,2019-03-13
11030,32863,622,2019-07-15
11031,32868,434,2019-03-20
11032,32872,130,2019-02-19
11033,32875,170,2019-01-10
11034,32880,292,2019-03-02
11035,32885,260,2019-07-24
11036,32886,512,2019-03-15
11037,32892,182,2019-11-17
11038,32899,366,2019-08-21
11039,32901,599,2019-03-05
11040,32902,284,2019-10-07
11041,32905,22,2019-06-28
11042,32910,930,2019-01-30
11043,32915,353,2018-12-25
11044,32916,658,2019-05-20
11045,32917,3,2019-08-11
11046,32919,774,2019-05-13
11047,32922,755,2019-06-11
11048,32923,503,2019-07-29
11049,32928,228,2019-02-27
11050,32933,150,2019-01-26
11051,32934,608,2019-02-25
11052,32937,613,2019-05-29
11053,32939,255,2019-10-06
11054,32940,958,2019-07-21
11055,32942,387,2018-12-21
11056,32944,332,2019-06-04
11057,32954,724,2019-07-16
11058,32956,888,2019-08-31
11059,32961,855,2019-04-20
11060,32963,851,2019-03-25
11061,32964,345,2018-12-02
11062,32969,621,2019-07-27
11063,32971,425,2019-01-17
11064,32974,494,2019-03-05
11065,32975,983,2019-11-18
11066,32976,437,2019-05-11
11067,32979,923,2019-04-19
11068,32981,991,2019-11-10
11069,32982,692,2019-09-17
11070,32986,282,2019-06-04
11071,32993,512,2019-07-20
11072,32994,225,2019-04-25
11073,33001,671,2019-02-01
11074,33002,213,2019-02-03
11075,33005,595,2019-09-15
11076,33006,871,2019-10-25
11077,33010,820,2019-07-04
11078,33014,822,2019-02-04
11079,33015,819,2019-02-04
11080,33017,708,2019-02-28
11081,33018,220,2019-03-09
11082,33019,123,2019-02-14
11083,33020,598,2019-04-28
11084,33021,935,2019-02-17
11085,33023,857,2019-01-29
11086,33024,195,2019-06-01
11087,33026,164,2019-10-13
11088,33028,115,2019-01-17
11089,33030,761,2019-09-16
11090,33033,514,2019-05-30
11091,33034,755,2019-02-20
11092,33037,118,2019-08-09
11093,33038,306,2019-09-05
11094,33041,407,2019-04-06
11095,33042,458,2019-02-08
11096,33047,708,2019-04-03
11097,33052,627,2019-06-11
11098,33053,308,2019-07-11
11099,33054,69,2019-11-17
11100,33055,223,2019-03-29
11101,33058,26,2019-03-19
11102,33062,266,2019-11-01
11103,33071,244,2019-01-24
11104,33075,964,2019-05-29
11105,33081,732,2019-06-04
11106,33083,975,2019-08-04
11107,33084,726,2019-05-01
11108,33086,478,2019-11-20
11109,33087,62,2019-05-24
11110,33090,198,2018-12-22
11111,33091,100,2019-01-06
11112,33092,833,2019-11-22
11113,33093,784,2019-10-29
11114,33094,139,2018-12-02
11115,33096,997,2019-11-10
11116,33098,831,2018-12-08
11117,33100,267,2019-03-18
11118,33102,191,2019-10-22
11119,33106,533,2019-06-24
11120,33108,442,2019-09-06
11121,33109,682,2019-08-16
11122,33115,936,2019-08-15
11123,33117,892,2019-10-05
11124,33118,938,2019-09-03
11125,33120,726,2019-05-30
11126,33128,534,2019-06-02
11127,33129,464,2019-01-11
11128,33132,335,2019-05-22
11129,33134,2,2019-05-03
11130,33135,687,2019-03-05
11131,33137,429,2019-09-03
11132,33144,654,2019-05-17
11133,33145,628,2019-01-17
11134,33146,919,2019-06-20
11135,33148,45,2019-10-17
11136,33157,559,2019-05-08
11137,33159,409,2019-05-27
11138,33166,619,2019-03-13
11139,33168,335,2019-03-01
11140,33170,590,2019-09-08
11141,33171,804,2019-03-20
11142,33174,10,2019-03-20
